Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"Aspen1 (45.4333 N -75.7333 W)",Canada,fn_caaspen1,45.4333,-75.7333,45.458333,-75.726495,45.458333,-75.809659,45.400000,-75.731352,45.400000,-75.648274,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=104
"Aspen2 (46.3415 N -63.5102 W)",Canada,fn_caaspen2,46.3415,-63.5102,46.366667,-63.498667,46.366667,-63.583203,46.308333,-63.515409,46.308333,-63.430963,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=105
"Aspen3 (49.9172 N -101.204 W)",Canada,fn_caaspen3,49.9172,-101.204,49.950000,-101.224244,49.950000,-101.314900,49.891667,-101.192390,49.891667,-101.101843,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=106
"Aspen4 (49.9833 N -96.8333 W)",Canada,fn_caaspen4,49.9833,-96.8333,50.008333,-96.834665,50.008333,-96.925431,49.950000,-96.807986,49.950000,-96.717330,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=107
"Aspen5 (53.9017 N -111.168 W)",Canada,fn_caaspen5,53.9017,-111.168,53.933333,-111.200534,53.933333,-111.299618,53.875000,-111.144309,53.875000,-111.045363,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=108
"Aspen6 (54.7333 N -113.103 W)",Canada,fn_caaspen6,54.7333,-113.103,54.758333,-113.123072,54.758333,-113.224165,54.700000,-113.061298,54.700000,-112.960351,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=109
"Aspen7 (60.5167 N -134.267 W)",Canada,fn_caaspen7,60.5167,-134.267,60.541667,-134.305159,60.541667,-134.423773,60.483333,-134.181972,60.483333,-134.063571,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=110
"Aspen8 (60.8234 N -115.78 W)",Canada,fn_caaspen8,60.8234,-115.78,60.850000,-115.822074,60.850000,-115.941831,60.791667,-115.730633,60.791667,-115.611094,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=111
"Baker Lake",Canada,fn_cabaker,64.31666667,-96.03333333,64.341667,-96.053839,64.341667,-96.188557,64.283333,-95.985174,64.283333,-95.850741,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=112
"BERMS Tall Tower",Canada,fn_caberms,54.35358333,-104.9867778,54.383333,-105.018183,54.383333,-105.118351,54.325000,-104.969222,54.325000,-104.869197,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=113
"BERMSOld_Black_SpruceM",Canada,fn_cabermso,54,-105.1200444,54.025000,-105.132701,54.025000,-105.232003,53.966667,-105.084667,53.966667,-104.985503,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=114
"Bratts Lake",Canada,fn_cabratts,50.204,-104.713,50.233333,-104.729688,50.233333,-104.820882,50.175000,-104.692853,50.175000,-104.601770,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=115
"British Columbia50.3 N -122.3 W)",Canada,fn_cabritc1,50.3,-122.3,50.325000,-122.317900,50.325000,-122.409269,50.266667,-122.259271,50.266667,-122.168013,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=116
"British Columbia 2 (51.7N -126.3 W)",Canada,fn_cabritc2,51.7,-126.3,51.725000,-126.324480,51.725000,-126.418652,51.666667,-126.255808,51.666667,-126.161758,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=117
"British Columbia 3 (55.9N -122.7 W)",Canada,fn_cabritc3,55.9,-122.7,55.925000,-122.721896,55.925000,-122.826011,55.866667,-122.641480,55.866667,-122.537522,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=118
"Ontario- Camp Borden",Canada,fn_cacampbo,44.31666667,-79.9333,44.341667,-79.921086,44.341667,-80.002650,44.283333,-79.923170,44.283333,-79.841687,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=119
"British Columbia- Campbell River - Mature Forest Site",Canada,fn_cacamprr,49.86725,-125.3336,49.900000,-125.377070,49.900000,-125.467632,49.841667,-125.316184,49.841667,-125.225731,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=120
"British Columbia- Campbell River - Clearcut Site",Canada,fn_cacampct,49.87048,-125.29087,49.900000,-125.325320,49.900000,-125.415882,49.841667,-125.264497,49.841667,-125.174044,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=121
"British Columbia- Campbell River - Young Plantation Site",Canada,fn_cacampyg,49.53462,-124.90044,49.566667,-124.942918,49.566667,-125.032861,49.508333,-124.883706,49.508333,-124.793871,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=122
"Candle Lake",Canada,fn_cacdlake,53.733,-105.267,53.758333,-105.281583,53.758333,-105.380254,53.700000,-105.234144,53.700000,-105.135610,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=123
"Cartel",Canada,fn_cacartel,45.37933333,-71.93133333,45.408333,-71.932251,45.408333,-72.015341,45.350000,-71.941083,45.350000,-71.858079,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=124
"Charlie Lake 1",Canada,fn_cacharl1,45.8847,-67.3569,45.916667,-67.353849,45.916667,-67.437697,45.858333,-67.366914,45.858333,-67.283154,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=125
"Charlie Lake 3",Canada,fn_cacharl3,45.8806,-67.3792,45.908333,-67.367689,45.908333,-67.451524,45.850000,-67.380748,45.850000,-67.297001,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=126
"Chebogue Point",Nova Scotia,fn_cachebog,43.747,-66.123,43.775000,-66.118499,43.775000,-66.199286,43.716667,-66.134808,43.716667,-66.054099,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=127
"Churchill",Canada,fn_cachurch,58.7375,-93.81888889,58.766667,-93.839979,58.766667,-93.952478,58.708333,-93.795055,58.708333,-93.682745,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=128
"CIPHA-ALD1",Canada,fn_cacpald1,52.662275,-114.8584083,52.691667,-114.886757,52.691667,-114.983000,52.633333,-114.829641,52.633333,-114.733526,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=129
"CIPHA-ALD2",Canada,fn_cacpald2,52.65488056,-114.9155778,52.683333,-114.947313,52.683333,-115.043537,52.625000,-114.890144,52.625000,-114.794047,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=130
"CIPHA-ALD3",Canada,fn_cacpald3,52.60148333,-114.9657389,52.633333,-115.008140,52.633333,-115.104254,52.575000,-114.951057,52.575000,-114.855070,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=131
"CIPHA-BAT1",Canada,fn_cacpbat1,52.75554444,-106.1455583,52.783333,-106.159168,52.783333,-106.255613,52.725000,-106.113424,52.725000,-106.017107,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=132
"CIPHA-BAT2",Canada,fn_cacpbat2,52.73730833,-106.1394972,52.766667,-106.159847,52.766667,-106.256256,52.708333,-106.114151,52.708333,-106.017871,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=133
"CIPHA-BAT3",Canada,fn_cacpbat3,52.73165556,-106.143125,52.758333,-106.153305,52.758333,-106.249695,52.700000,-106.107642,52.700000,-106.011380,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=134
"CIPHA-BIG1",Canada,fn_cacpbig1,52.37588889,-107.8352389,52.408333,-107.863561,52.408333,-107.959185,52.350000,-107.816660,52.350000,-107.721162,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=135
"CIPHA-BIG2",Canada,fn_cacpbig2,52.35611667,-107.8057722,52.383333,-107.829779,52.383333,-107.925349,52.325000,-107.782997,52.325000,-107.687553,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=136
"CIPHA-BIG3",Canada,fn_cacpbig3,52.31623333,-107.7635528,52.341667,-107.782699,52.341667,-107.878179,52.283333,-107.736102,52.283333,-107.640749,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=137
"CIPHA-CAL1",Canada,fn_cacpcal1,55.2922,-112.9692,55.325000,-113.006368,55.325000,-113.108901,55.266667,-112.942741,55.266667,-112.840359,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=138
"CIPHA-CAL2",Canada,fn_cacpcal2,55.27772778,-112.9755528,55.308333,-113.017441,55.308333,-113.119931,55.250000,-112.953858,55.250000,-112.851518,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=139
"CIPHA-CAL3",Canada,fn_cacpcal3,55.27522,-112.9430417,55.308333,-112.988158,55.308333,-113.090648,55.250000,-112.924618,55.250000,-112.822278,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=140
"CIPHA-CHA1",Canada,fn_cacpcha1,47.69226944,-83.48368056,47.725000,-83.495651,47.725000,-83.582368,47.666667,-83.488915,47.666667,-83.402295,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=141
"CIPHA-CHA2",Canada,fn_cacpcha2,47.627025,-83.19625,47.658333,-83.203399,47.658333,-83.290004,47.600000,-83.197095,47.600000,-83.110586,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=142
"CIPHA-CHA3",Canada,fn_cacpcha3,47.51975556,-82.99046667,47.550000,-82.994226,47.550000,-83.080652,47.491667,-82.988328,47.491667,-82.901997,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=143
"CIPHA-DUN1",Canada,fn_cacpdun1,51.68942778,-106.7073222,51.716667,-106.730567,51.716667,-106.824721,51.658333,-106.687159,51.658333,-106.593126,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=144
"CIPHA-DUN2",Canada,fn_cacpdun2,51.6975,-106.7149778,51.725000,-106.736786,51.725000,-106.830958,51.666667,-106.693346,51.666667,-106.599296,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=145
"CIPHA-DUN3",Canada,fn_cacpdun3,51.68355278,-106.7168083,51.716667,-106.744018,51.716667,-106.838172,51.658333,-106.700592,51.658333,-106.606559,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=146
"CIPHA-DVG1",Canada,fn_cacpdvg1,55.87077778,-118.0758389,55.900000,-118.109278,55.900000,-118.213326,55.841667,-118.035891,55.841667,-117.932000,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=147
"CIPHA-DVG2",Canada,fn_cacpdvg2,55.82764722,-118.2118111,55.858333,-118.249849,55.858333,-118.353785,55.800000,-118.176418,55.800000,-118.072637,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=148
"CIPHA-DVG3",Canada,fn_cacpdvg3,55.830625,-118.2625306,55.858333,-118.294393,55.858333,-118.398329,55.800000,-118.220895,55.800000,-118.117114,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=149
"CIPHA-EDG1",Canada,fn_cacpedg1,52.59698333,-110.6183722,52.625000,-110.634445,52.625000,-110.730541,52.566667,-110.583209,52.566667,-110.487241,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=150
"CIPHA-EDG3",Canada,fn_cacpedg3,52.60027222,-110.60715,52.633333,-110.641785,52.633333,-110.737899,52.575000,-110.590513,52.575000,-110.494526,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=152
"CIPHA-FIS1",Canada,fn_cacpfis1,53.59486944,-106.2337194,53.625000,-106.255448,53.625000,-106.353807,53.566667,-106.207063,53.566667,-106.108840,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=153
"CIPHA-FIS2",Canada,fn_cacpfis2,53.63054444,-106.1988111,53.658333,-106.212894,53.658333,-106.311331,53.600000,-106.164467,53.600000,-106.066167,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=154
"CIPHA-FIS3",Canada,fn_cacpfis3,53.61399444,-106.1815167,53.641667,-106.199033,53.641667,-106.297431,53.583333,-106.150676,53.583333,-106.052414,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=155
"CIPHA-FTN1",Canada,fn_cacpftn1,58.76323611,-121.6225625,58.791667,-121.666496,58.791667,-121.779076,58.733333,-121.574827,58.733333,-121.462436,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=156
"CIPHA-FTN2",Canada,fn_cacpftn2,58.75483333,-121.6186778,58.783333,-121.669453,58.783333,-121.782005,58.725000,-121.577818,58.725000,-121.465455,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=157
"CIPHA-FTN3",Canada,fn_cacpftn3,58.74446667,-121.7590056,58.775000,-121.817087,58.775000,-121.929612,58.716667,-121.725245,58.716667,-121.612908,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=158
"CIPHA-GER1",Canada,fn_cacpger1,49.93914444,-86.500525,49.966667,-86.503106,49.966667,-86.593793,49.908333,-86.489022,49.908333,-86.398444,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=159
"CIPHA-GER2",Canada,fn_cacpger2,49.74812222,-86.71230278,49.775000,-86.715376,49.775000,-86.805704,49.716667,-86.701386,49.716667,-86.611166,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=160
"CIPHA-GLA1",Canada,fn_cacpgla1,53.59541389,-108.5837472,53.625000,-108.616056,53.625000,-108.714414,53.566667,-108.564414,53.566667,-108.466191,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=162
"CIPHA-GLA2",Canada,fn_cacpgla2,53.59049722,-108.5927917,53.616667,-108.608663,53.616667,-108.707002,53.558333,-108.557057,53.558333,-108.458854,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=163
"CIPHA-GLA3",Canada,fn_cacpgla3,53.59148333,-108.5717,53.616667,-108.580566,53.616667,-108.678905,53.558333,-108.528999,53.558333,-108.430796,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=164
"CIPHA-HAR1",Canada,fn_cacphar1,49.47275,-100.7677583,49.500000,-100.777884,49.500000,-100.867704,49.441667,-100.747659,49.441667,-100.657947,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=165
"CIPHA-HAR2",Canada,fn_cacphar2,49.48713889,-100.6351944,49.516667,-100.645358,49.516667,-100.735209,49.458333,-100.615252,49.458333,-100.525508,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=166
"CIPHA-HAR3",Canada,fn_cacphar3,49.50068889,-100.7778111,49.533333,-100.795234,49.533333,-100.885115,49.475000,-100.764909,49.475000,-100.675135,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=167
"CIPHA-HIG1",Canada,fn_cacphig1,58.37443889,-117.2362083,58.400000,-117.258243,58.400000,-117.369569,58.341667,-117.175714,58.341667,-117.064572,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=168
"CIPHA-HIG2",Canada,fn_cacphig2,58.33864444,-117.236925,58.366667,-117.274590,58.366667,-117.385811,58.308333,-117.192182,58.308333,-117.081144,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=169
"CIPHA-HIG3",Canada,fn_cacphig3,58.22646111,-117.238375,58.258333,-117.296100,58.258333,-117.406981,58.200000,-117.214133,58.200000,-117.103434,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=170
"CIPHA-MIN1",Canada,fn_cacpmin1,53.35986944,-112.9375528,53.391667,-112.966566,53.391667,-113.064385,53.333333,-112.909704,53.333333,-112.812019,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=171
"CIPHA-MIN2",Canada,fn_cacpmin2,53.27599167,-112.93065,53.308333,-112.969099,53.308333,-113.066727,53.250000,-112.912511,53.250000,-112.815017,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=172
"CIPHA-MIN3",Canada,fn_cacpmin3,53.33178889,-112.9355139,53.358333,-112.961967,53.358333,-113.059709,53.300000,-112.905222,53.300000,-112.807614,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=173
"CIPHA-MOO1",Canada,fn_cacpmoo1,49.83668056,-101.5575222,49.866667,-101.579578,49.866667,-101.670078,49.808333,-101.547501,49.808333,-101.457110,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=174
"CIPHA-MOO2",Canada,fn_cacpmoo2,49.81187222,-101.8300806,49.841667,-101.850089,49.841667,-101.940542,49.783333,-101.817747,49.783333,-101.727403,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=175
"CIPHA-MOO3",Canada,fn_cacpmoo3,49.99205,-101.6859139,50.025000,-101.706485,50.025000,-101.797283,49.966667,-101.673862,49.966667,-101.583174,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=176
"CIPHA-MOR1",Canada,fn_cacpmor1,55.275375,-106.0890889,55.308333,-106.121312,55.308333,-106.223803,55.250000,-106.067854,55.250000,-105.965514,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=177
"CIPHA-MOR2",Canada,fn_cacpmor2,55.10959444,-105.9273889,55.141667,-105.954699,55.141667,-106.056761,55.083333,-105.902020,55.083333,-105.800107,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=178
"CIPHA-MOR3",Canada,fn_cacpmor3,55.14328194,-106.0735,55.175000,-106.101660,55.175000,-106.203807,55.116667,-106.048659,55.116667,-105.946661,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=179
"CIPHA-NOT1",Canada,fn_cacpnot1,57.15013056,-117.2071472,57.183333,-117.261156,57.183333,-117.368792,57.125000,-117.183844,57.125000,-117.076378,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=180
"CIPHA-NOT2",Canada,fn_cacpnot2,57.27722639,-117.1832778,57.308333,-117.227487,57.308333,-117.335488,57.250000,-117.149705,57.250000,-117.041875,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=181
"CIPHA-NOT3",Canada,fn_cacpnot3,57.28861111,-117.1690194,57.316667,-117.207764,57.316667,-117.315790,57.258333,-117.129979,57.258333,-117.022125,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=182
"CIPHA-PAS1",Canada,fn_cacppas1,53.611675,-101.6871,53.641667,-101.714918,53.641667,-101.813315,53.583333,-101.672751,53.583333,-101.574490,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=183
"CIPHA-PAS2",Canada,fn_cacppas2,53.61038889,-101.6799278,53.641667,-101.700861,53.641667,-101.799259,53.583333,-101.658714,53.583333,-101.560452,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=184
"CIPHA-PAS3",Canada,fn_cacppas3,53.59992222,-101.6743361,53.625000,-101.688796,53.625000,-101.787155,53.566667,-101.646712,53.566667,-101.548490,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=185
"CIPHA-PET1",Canada,fn_cacppet1,55.77188056,-108.7985444,55.800000,-108.821341,55.800000,-108.925121,55.741667,-108.762241,55.741667,-108.658615,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=186
"CIPHA-PET2",Canada,fn_cacppet2,55.74500833,-108.7776556,55.775000,-108.810793,55.775000,-108.914507,55.716667,-108.751795,55.716667,-108.648236,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=187
"CIPHA-PET3",Canada,fn_cacppet3,55.73598056,-108.7245167,55.766667,-108.757907,55.766667,-108.861599,55.708333,-108.699017,55.708333,-108.595480,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=188
"CIPHA-POP1",Canada,fn_cacppop1,61.34008889,-121.7445694,61.366667,-121.782180,61.366667,-121.903910,61.308333,-121.677075,61.308333,-121.555571,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=189
"CIPHA-POP2",Canada,fn_cacppop2,61.33700278,-121.7507111,61.366667,-121.799570,61.366667,-121.921300,61.308333,-121.694432,61.308333,-121.572929,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=190
"CIPHA-POP3",Canada,fn_cacppop3,61.27995833,-122.3735694,61.308333,-122.423453,61.308333,-122.544957,61.250000,-122.317478,61.250000,-122.196200,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=191
"CIPHA-POR1",Canada,fn_cacppor1,52.48214444,-101.199325,52.508333,-101.208250,52.508333,-101.304091,52.450000,-101.169868,52.450000,-101.074154,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=192
"CIPHA-POR2",Canada,fn_cacppor2,52.47714167,-101.2086639,52.508333,-101.235633,52.508333,-101.331474,52.450000,-101.197215,52.450000,-101.101501,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=193
"CIPHA-POR3",Canada,fn_cacppor3,52.4603,-101.1663667,52.491667,-101.197263,52.491667,-101.293068,52.433333,-101.158940,52.433333,-101.063262,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=194
"CIPHA-RED1",Canada,fn_cacpred1,56.77401944,-115.278,56.800000,-115.298710,56.800000,-115.405243,56.741667,-115.226030,56.741667,-115.119663,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=195
"CIPHA-RED2",Canada,fn_cacpred2,56.60633889,-115.30925,56.633333,-115.334392,56.633333,-115.440453,56.575000,-115.262318,56.575000,-115.156420,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=196
"CIPHA-RED3",Canada,fn_cacpred3,56.62367222,-115.307375,56.650000,-115.339889,56.650000,-115.445997,56.591667,-115.267740,56.591667,-115.161796,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=197
"CIPHA-SAN1",Canada,fn_cacpsan1,49.16377778,-95.91484722,49.191667,-95.927654,49.191667,-96.016913,49.133333,-95.903878,49.133333,-95.814724,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=198
"CIPHA-SAN2",Canada,fn_cacpsan2,52.76622222,-96.16765,52.791667,-96.174789,52.791667,-96.271253,52.733333,-96.142385,52.733333,-96.046050,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=199
"CIPHA-SAN3",Canada,fn_cacpsan3,49.11610556,-95.89894722,49.141667,-95.907265,49.141667,-95.996434,49.083333,-95.883622,49.083333,-95.794558,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=200
"CIPHA-SRF1",Canada,fn_cacpsrf1,49.25166389,-82.05271667,49.283333,-82.066199,49.283333,-82.155624,49.225000,-82.058594,49.225000,-81.969275,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=201
"CIPHA-SRF2",Canada,fn_cacpsrf2,49.05188333,-81.20208889,49.083333,-81.213530,49.083333,-81.302594,49.025000,-81.207246,49.025000,-81.118287,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=202
"CIPHA-SRF3",Canada,fn_cacpsrf3,49.32992778,-81.80759444,49.358333,-81.807446,49.358333,-81.897007,49.300000,-81.800026,49.300000,-81.710572,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=203
"CIPHA-TAT1",Canada,fn_cacptat1,54.61078333,-109.5581417,54.641667,-109.586928,54.641667,-109.687731,54.583333,-109.530630,54.583333,-109.429972,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=204
"CIPHA-TAT2",Canada,fn_cacptat2,54.62562222,-109.6211722,54.658333,-109.660689,54.658333,-109.761533,54.600000,-109.604230,54.600000,-109.503530,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=205
"CIPHA-TAT3",Canada,fn_cacptat3,54.63413333,-109.8623639,54.666667,-109.899325,54.666667,-110.000190,54.608333,-109.842496,54.608333,-109.741776,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=206
